ds,yhat,product_name
2025-07-20,27.427198990784007,Deodorant (Dio)
2025-07-27,3.770265250485238,Deodorant (Dio)
2025-06-22,4.34453258247899,Personal Care Kit
2025-06-29,33.16464670238781,Personal Care Kit
2025-07-06,78.13080206700332,Personal Care Kit
2025-07-13,89.61922686345281,Personal Care Kit
2025-06-22,85.7438900780959,Hot Water Bag
2025-06-29,94.99442469201801,Hot Water Bag
2025-07-06,76.26134976056662,Hot Water Bag
2025-07-13,43.4161563133261,Hot Water Bag
2025-06-08,29.80788337191803,Dry Fruits Box
2025-06-15,22.222728608222944,Dry Fruits Box
2025-06-22,42.95918893814812,Dry Fruits Box
2025-06-29,76.13734536976796,Dry Fruits Box
2025-06-22,27.358506846967543,Modak Box
2025-06-29,32.00156448335852,Modak Box
2025-07-06,46.36736510511645,Modak Box
2025-07-13,46.5240327316383,Modak Box
2025-06-29,11.139816528938312,Santa Hat
2025-07-06,-0.29182423797196577,Santa Hat
2025-07-13,-13.288762795255678,Santa Hat
2025-07-20,-22.06163088001051,Santa Hat
2025-07-06,84.91721468521433,Raincoat
2025-07-13,121.1961986644183,Raincoat
2025-07-20,121.89076637177435,Raincoat
2025-07-27,89.7862203479193,Raincoat
2025-07-06,22.841894643467114,Ganesh Idol
2025-07-13,-0.9823798744154288,Ganesh Idol
2025-07-20,-4.819643274348408,Ganesh Idol
2025-07-27,10.337811362364349,Ganesh Idol
2025-07-06,64.47038178217623,Banana Chips Pack
2025-07-13,77.63357755499717,Banana Chips Pack
2025-07-20,79.33993074460636,Banana Chips Pack
2025-07-27,56.38753578785781,Banana Chips Pack
2025-06-08,18.286029353453685,Mosquito Net
2025-06-15,39.14909110452798,Mosquito Net
2025-06-22,59.03572431424172,Mosquito Net
2025-06-29,57.61107901392458,Mosquito Net
2025-06-15,6.058560099894692,Water Gun (Pichkari)
2025-06-22,2.3617020451269894,Water Gun (Pichkari)
2025-06-29,1.1047638816824588,Water Gun (Pichkari)
2025-07-06,8.030424152536142,Water Gun (Pichkari)
2025-07-13,44.76183051778689,Cold Drink
2025-07-20,58.34651047499426,Cold Drink
2025-07-27,63.59591885864138,Cold Drink
2025-08-03,68.81263388110831,Cold Drink
2025-07-06,29.216373487829017,Agarbatti (Incense)
2025-07-13,42.73744590282762,Agarbatti (Incense)
2025-07-20,28.13353509804807,Agarbatti (Incense)
2025-07-27,2.7697611512673603,Agarbatti (Incense)
2025-06-01,137.11648977390394,Chocolate Box
2025-06-08,108.67357292473774,Chocolate Box
2025-06-15,81.70190448386097,Chocolate Box
2025-06-22,73.00106969894901,Chocolate Box
2025-06-15,107.14423275924949,Kurta Pajama Set
2025-06-22,77.40616045428511,Kurta Pajama Set
2025-06-29,25.60362389117403,Kurta Pajama Set
2025-07-06,-13.966374640607498,Kurta Pajama Set
2025-07-06,67.43284673925135,Sugarcane Stick
2025-07-13,55.15792976786696,Sugarcane Stick
2025-07-20,42.56342097808985,Sugarcane Stick
2025-07-27,36.128471164641525,Sugarcane Stick
2025-07-06,18.30793364922137,Traditional Dhoti
2025-07-13,-2.889941913486865,Traditional Dhoti
2025-07-20,-10.912841576096696,Traditional Dhoti
2025-07-27,-2.7013611388613867,Traditional Dhoti
2025-07-06,23.506377423363027,Onam Sadya Kit
2025-07-13,16.99186523109959,Onam Sadya Kit
2025-07-20,13.635871013674205,Onam Sadya Kit
2025-07-27,25.851366317180137,Onam Sadya Kit
2025-07-06,63.89755126397844,Dry Fruits
2025-07-13,52.46010029384007,Dry Fruits
2025-07-20,43.30540815006753,Dry Fruits
2025-07-27,38.93237234404206,Dry Fruits
2025-05-25,4.806505881399588,Brass Pot
2025-06-01,-9.333987730296158,Brass Pot
2025-06-08,-15.230416538368118,Brass Pot
2025-06-15,-14.353808539314784,Brass Pot
2025-05-25,56.871720594343294,Water Bottle
2025-06-01,46.64638466184704,Water Bottle
2025-06-08,41.64818782563539,Water Bottle
2025-06-15,36.68962319096583,Water Bottle
2025-07-06,28.58612312135149,White Clothing
2025-07-13,38.15179302874838,White Clothing
2025-07-20,55.239783076837696,White Clothing
2025-07-27,62.56582955138792,White Clothing
2025-06-29,50.01302549658122,Perfume Bottles
2025-07-06,63.690245696973506,Perfume Bottles
2025-07-13,55.15716678326983,Perfume Bottles
2025-07-20,44.5399466364021,Perfume Bottles
2025-06-29,26.601578409901826,Fan
2025-07-06,37.62309636188276,Fan
2025-07-13,41.5941508620923,Fan
2025-07-20,36.390669101601596,Fan
2025-06-15,-7.550498461540315,Pongal Sweet Pack
2025-06-22,-21.039743311255137,Pongal Sweet Pack
2025-06-29,-31.45916239212167,Pongal Sweet Pack
2025-07-06,-37.930939882241745,Pongal Sweet Pack
2025-06-29,0.42410115743575716,Rangoli Colors
2025-07-06,-8.489262028828222,Rangoli Colors
2025-07-13,3.046038768089076,Rangoli Colors
2025-07-20,21.4355137213223,Rangoli Colors
2025-06-29,101.23192560966706,Flower Garland
2025-07-06,96.41437079160201,Flower Garland
2025-07-13,73.59576457795919,Flower Garland
2025-07-20,61.90466486674782,Flower Garland
2025-06-01,48.44289026789906,Mithai Box
2025-06-08,35.35646549392591,Mithai Box
2025-06-15,43.6653613141992,Mithai Box
2025-06-22,59.17995885124162,Mithai Box
2025-07-06,26.288803078181857,Sweet Box
2025-07-13,4.086375663693801,Sweet Box
2025-07-20,-4.3529123113569455,Sweet Box
2025-07-27,15.547416471956659,Sweet Box
2025-05-25,31.461454242346107,Chocolate Gift Boxes
2025-06-01,13.2098333007228,Chocolate Gift Boxes
2025-06-08,-7.3935706976769495,Chocolate Gift Boxes
2025-06-15,-18.046486865527122,Chocolate Gift Boxes
2025-06-29,29.330667960657777,Waterproof Boots
2025-07-06,8.641733487748631,Waterproof Boots
2025-07-13,-5.483474956985013,Waterproof Boots
2025-07-20,-5.864111100839629,Waterproof Boots
2025-07-06,114.29407358833662,Gift Boxes
2025-07-13,142.5265598786485,Gift Boxes
2025-07-20,120.76526116917236,Gift Boxes
2025-07-27,68.69808999580174,Gift Boxes
2025-06-29,66.11324457032474,Diyas (Clay Lamps)
2025-07-06,67.24656967770119,Diyas (Clay Lamps)
2025-07-13,60.41794486965439,Diyas (Clay Lamps)
2025-07-20,50.69660458482427,Diyas (Clay Lamps)
2025-07-13,58.20415650900105,Gift Wrapping Paper
2025-07-20,58.37833101240105,Gift Wrapping Paper
2025-07-27,37.41987021065554,Gift Wrapping Paper
2025-08-03,26.839353076995295,Gift Wrapping Paper
2025-06-29,24.474594253556376,Odomos (mosquito repellent)
2025-07-06,23.66697556837677,Odomos (mosquito repellent)
2025-07-13,11.378668853519272,Odomos (mosquito repellent)
2025-07-20,-5.127869867427165,Odomos (mosquito repellent)
2025-04-06,65.80347144002249,Ice Cream
2025-04-13,61.8657961885986,Ice Cream
2025-04-20,30.382526017838543,Ice Cream
2025-04-27,0.21957611066178373,Ice Cream
2025-06-15,18.234610743832,Umbrella
2025-06-22,-8.816522894380924,Umbrella
2025-06-29,-11.587288744323764,Umbrella
2025-07-06,23.045724738867868,Umbrella
2025-07-06,115.14057256952819,Rakhi Thread
2025-07-13,148.98555389799753,Rakhi Thread
2025-07-20,174.0845156384408,Rakhi Thread
2025-07-27,168.08970111868723,Rakhi Thread
2025-06-15,51.46153906506791,White Kurtas
2025-06-22,47.34424667937495,White Kurtas
2025-06-29,27.68433728838562,White Kurtas
2025-07-06,9.296106493827537,White Kurtas
2025-06-01,64.31186119445857,Sweater
2025-06-08,59.062019024469464,Sweater
2025-06-15,52.87963034476789,Sweater
2025-06-22,58.652135871481015,Sweater
2025-06-08,17.705047988987815,Blanket
2025-06-15,-4.043931479133491,Blanket
2025-06-22,-15.26272857422829,Blanket
2025-06-29,4.679397253407885,Blanket
2025-06-15,79.22531646790428,Sewaiya Packets
2025-06-22,77.09838110836236,Sewaiya Packets
2025-06-29,62.466534373675074,Sewaiya Packets
2025-07-06,53.68142613606179,Sewaiya Packets
